marketplace,customer_id,review_id,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,50284966,R12OXUQREDVWAR,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,Buy the newer model if you want all the listed functionality.,"Like some of the others have said, it can be a pain in the butt to set up and I am pretty technically inclined. After an hour or two with some youtube videos and some forum searching, I got it up and running and connected through one of the apps.<br /><br />Unfortunately, according to the manufacturer, this is an older model that is lacking in some firmware upgrades - without which leaves the camera lacking some needed bug fixes and usability. Which irks me just a bit, since I didn't know this prior to purchase.<br /><br />I also couldn't get the thing to take a picture and email me upon motion detection either - despite hours of tinkering, reading, and testing.<br /><br />I gave it three stars, because it is nice to have for live viewing and the pan/tilt let's me see multiple rooms in my house from a single position.<br /><br />If having all the bells and whistles doesn't concern you, then it may not be bad for the price. Otherwise, buy the newer models.",24-08-2015
US,43308072,R3G3W3NJ0TB2UD,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,didn't work!!,Would not work!! Would not connect!! We put it to the side and forgot to send it back!! Never used!!,23-08-2015
US,12954537,R2O297SL6VNMX0,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Five Stars,Great product and works really well. I use it as my outdoor cam without any issues.,23-08-2015
US,13976480,R35IQI6TZ8O3G1,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,0,N,N,Great...while it works,"Setting up Foscams is not for the novice user. I happen to be technical and have dealt with Foscams in the past so I was able to get the camera set up and working. It worked great as a monitor in my baby's room until it died after 2 years. I expect these cameras to last longer. The camera is out of warranty and their US Support team was not helpful. Have had other models that lasted longer. I only recommend this camera if you don't plan to use it very long.  Update: Stupidly, I ordered another one of these cameras hoping they improved the design. After less than 4 months the &#34;new&#34; camera died just like the other one. Seems to be related to losing wifi connectivity. Don't waste your money!",22-08-2015
US,27469358,RWK8WTKOFRJFX,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Very good product,This is my second camara that I ordered. I am very satisfied with the results.,20-08-2015
US,47728331,R3FUQYYWIYUBMO,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Simply amazing.,I cannot love this thing enough.  For the price this thing is amazing.  Can pull up live feed anywhere you have internet or a cell data signal.  My friends always ask where I got it and how much it was.  They can never believe how cheap they are.,20-08-2015
US,36808263,RAWWDO11MS2SE,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,1,N,Y,Set up is pain. I had D link cameras ...,"Set up is pain . I had D link cameras too . and it didn't require port forwarding, and all other critical set up activities. It was just plug n play. Returning product and getting Dlink again.",19-08-2015
US,10925926,R3DBAN84Y7M10Y,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Outstanding device and service!,This camera is very well built and the customer service Walter provided to set it up on pc and tablet was super.  Thanks for a great product and service!,19-08-2015
US,11103544,RW7RJYRVE7OJT,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,2,N,Y,Major Flaw in sensor.,"Pros: + Very easy set up. + Has survived outdoors (under an awning with no weather casing) for more than a year in extreme conditions. + Works with all IP Camera software I've tried so far including iSpy and WebcamXP (On Win 7 and 10).  Cons: - Not powered directly through ethernet. - BIG PROBLEM: Anytime the cameras sensor is exposed to any light remotely bright (IE; sidewalk on a sunny day) the camera freezes and reboots. This is NOT an isolated problem and has yet to be fixed. Do yourself a favor and find another option for the money.  UPDATE August 22, 2015: I updated the firmware as requested, and the camera still freezes and reboots when the camera sees a bright light. I cannot and will not ever recommend this camera until Foscam decides to do the right thing and recall of these cameras that are affected and replace them free of charge. There is no reason this should happen.",19-08-2015
US,20608630,R313Z920F9TF95,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,Y,Carl was a great help to me as I was setting up my ...,"Carl was a great help to me as I was setting up my camera. The camera does exactly as expected. Perfect for what I needed and with a little help setting it up, it was a breeze.",19-08-2015
US,14162562,R12ZL56APIK5MQ,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Need a little Tech support!,"Initially had some difficulty setting up,camera for remote access from outside home network. Working with Walter, at Foscam customer service, we were able to make the necessary changes to allow for remote access in about 5 minutes! These procedures, while not overly complicated, are not clearly explained in the Foscam installation guide. The steps were not difficult, but not intuitive enough for a reatively tech savy customer to be able to undertake successfully without help. Walter said he performs this same level oh help,for the same issue many times a day!<br />Overall, very satisfied with the installation and performance of the Foscam camera!",18-08-2015
US,51882135,R2FN5M9F0MDCDN,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Awesome,So far this is awesome. 10 minute setup Very good broadcast for a wireless camera. Going to get some more and see how they tie together.,18-08-2015
US,26813922,R1QAFGALI6RB4Y,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,2,N,Y,Not for Window 8,Would not set up with windows 8.1  I returned it.  I spent way too much time trying to set this up. Not a plug n play camera...,18-08-2015
US,37433097,R3L5DOVQHXKSHH,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,1,1,N,Y,"High end hardware, low end software, interface and exposure to unknown third party","I had such great hopes for this product, I'm VERY tech savvy so I was able to set this up quickly and easily myself. But, once off my own wifi network it was impossible to get on. I went through trouble shooting etc. I was never able to get the sound working, they want you to download a random piece of software from an open source third party generic website. This made me VERY uncomfortable, why isn't it included in the software for the device? They do offer a 1-800 number for free set-up help! Wonderful offer, but I'm not comfortable calling a stranger about setting up my camera into my home. One of my tech friends was able to hack this in under 10 minutes and see into my home. The camera it's self is very high end, solid and works well. You can easily move and change views with the online interface even if it is really low rent. You def get what you pay for in terms of software, shame since the hardware is high end.",17-08-2015
US,50331628,R30TBRLWWMSY0A,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Setting up the internet connection is not easy but following the directions closely will work,Ignore the negative reviews! I got this to see what my puppy is doing in the when given new freedom. Setting up the internet connection is not easy but following the directions closely will work. Very awesome!,17-08-2015
US,2592809,RB2QBJVVLQLNF,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,0,N,Y,So far so good..,"I'm adjusting my previous review... This thing is terrible. I don't think it has worked correctly over a day. It constantly cuts off? I guess due to a power saving and won't cut back on unless you go in and unplug and plug it back in. After doing that the first month of having it, I can't get it to work anymore. So I wasted my money.",15-08-2015
US,12586030,R1L7CVPC21YIE8,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Five Stars,Works great and has a good picture. Pretty easy to set up.,15-08-2015
US,16554794,R34N2QZ4I6MIAU,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Fairly Decent Netowrk Camera,"We have multiple of these throughout our house.  They take a little time to set up, but once they do we can access them from anywhere.  Occasionally we have to reboot them to get them to reconnect, but not too often.  NOTE:  If you do get these and install them please change the generic access login and password.  That is how hackers can get in.",15-08-2015
US,44321267,R1SFEXDG6ST5MU,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,N,Oustanding Camera and Customer Service!,Oustanding customer service after the sale. Thank you Walter for patiently guiding me through reinstalling the software settings.,15-08-2015
US,23211712,R36CCI5QXVGXBI,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,When it is finally set up it works great. But Foscam had to screen share my computer ...,When it is finally set up it works great. But Foscam had to screen share my computer to get it set up. Way too complicated!,14-08-2015
US,14833826,R75C30O0MXIZB,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,Do Not Buy!,"This cameras are just poorly made. Either they reset, send me an email every minute or I cannot connect to them. Nothing but headaches. Thank god I only bought two. Don't waste your money on these.",13-08-2015
US,10934539,R1YXF250L81WW2,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,Bad Choice. I had no problems with Tenvis and ...,"WIFI in this product does not work. If I did checked Foscam Forum I will never buyed this product. There is no firmware fix, this problem was reported in 2013 and has not be fixed. Bad Choice. I had no problems with Tenvis and WansView that I have for year without any problems. It only work with the cable connected, but I choose because the advertisement was good. Next time will not choose Foscam",13-08-2015
US,127910,R211PCQW1W6GAJ,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,It's a good cam,"Camera works like it should, the only think I didn't like was that the app for foscam are not to good",12-08-2015
US,45393390,R34M8JQ8KKNN4I,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,0,N,Y,Disappointed,"Great priced item. For some reason I thought I was purchasing a new product, maybe it was my mistake because it appears to be used and the box was open upon arrival that the camera was housed in. Very confusing to set up, and is not working. Very disappointed. Not a plug and play item as description of item is a little deceiving.",12-08-2015
US,18321378,R2B02W7X9YJ293,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,foscam wifi camera /baby monitor,"Everything about the camera seems great until you have to install the wifi on the phone. It was quite difficult for me, i decided to bring a technician to help me. I also have a Swann camera and its basically connect and go which is lovely as i use it as a secondary baby monitor and i take the swann with me on my trips. I would never imagine me taking the foscam with me since the camera is huge and really bulky. I also had to buy the app to be able to use it on the phone, on the swann the app was free.<br /><br />Pros:<br />great image quality<br />offers rotation",11-08-2015
US,51708251,R17OF7EMMXI8RH,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,0,N,Y,Two Stars,sucks,11-08-2015
US,35551800,R3A8H9VRKHUB37,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,The product does a great job but very difficult to setup,The product does a great job but very difficult to setup. I would suggest the plug and play do you don't have to play with the router setting. Does not work with the app as I have to go through IP,10-08-2015
US,23327396,RZBC5BOCHR5E2,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,1,N,Y,Good indoor camera for the $$,"Nice camera for indoor use.  Not built to withstand outdoor use.  I use it in my garage to keep an eye on my tools and motorcycle.  Also works great as a nanny cam.  Suund and picture is good and the Foscam app for iPhone is excellent.  Also works with MobLinCam app and Blue Iris.<br /><br />It has a WPS button and I found it easy to set-up with my router that also has a WPS button.  The image is more than adequate for my purposes and it connects well  via wireless wifi through the garage wall about 40 feet away.  Longer distances might require a cheap range extender.  The only thing it lacks is an on-board memory capability..  The e-mail on alert works well, although it can false alert if you have the sensitivity up.  I cannot port forward, so I cannot control this remotely.  The e-mail alert works fine though.  A good camera at a decent price.  We'll see how it holds up over time.",10-08-2015
US,20566413,R1V5VXMOMFCSW,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,1,N,Y,Five Stars,"good product, so far working very well 8/9/2015. update : night vision not working any more 9/25/2016",09-08-2015
US,20474622,RN9D1TCP74466,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,GOOD BUT,WORKS GREAT AND GOOD PICTURE ON COMPUTER HARD WIRED.....BUT YOU NEED A MASTERS IN COMPUTER SCIENCE AND 10 YEARS EXPERIENCE TO GET IT TO WORK ONTO YOUR PHONE. NEVER DID GET IT. ALSO WONT CONNECT TO WIFI.<br />I WILL ADMIT I AM NOT THAT COMPUTER SAVVY SO THAT MAY BE THE PROBLEM,08-08-2015
US,18419107,R1AX7EJCQIKTEK,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,2,N,N,Try another camera,Software is inflexible and does not aquire camera after power outages and doesn't like connectivity thru network switches,08-08-2015
US,53088479,R1EUJOTLY46J6B,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,1,N,Y,Four Stars,Terry Morgan helped me tremendously in setting up my camera!,08-08-2015
US,46326839,R3LLO4EMGOTNEQ,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,1,1,N,Y,"Not too bad to setup, great value","To start with, I do not have a computer or IT background. Prior to this camera, I had no idea what port forwarding was or any idea how to setup a webcam. Despite this, I went ahead and purchased this camera, and so far I have not been disappointed.<br /><br />I purchased this camera recently for use as a baby cam. I was initially apprehensive due to all of the cautionary reviews on here regarding the difficulty of set up. I was pleasantly surprised to find that it was not that difficult to set up for both home network viewing, as well as outside viewing from a DDNS site. For home viewing, the setup CD included with the camera was easy to get the camera up and running.<br /><br />For external viewing, the Youtube video by AwkwardHamster was excellent. I followed this video and easily created my own site for remote viewing. Picture quality is good, and the sound is ok. The two way audio leaves a lot to be desired, but from my limited experience shopping around, the price more than makes up for this camera's shortcomings.",07-08-2015
US,14875239,R7XPATD43N1R7,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Very good,"very good ip camera for the money featuring lots of things<br />My only complain is that when room light changes camera makes a click noise, and also if room light changes the Alarm trigger could fail and send you an email alert making you think some intruders entered your home",07-08-2015
US,35444795,R2B4Q34HV59RC7,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,1,N,Y,"Does a decent job, but what they don't tell ...","Does a decent job, but what they don't tell you is that you need to upgrade the firmware before it will even work, and it uses a port that is closed by most corporations so you won't be able to check on it while at work.",07-08-2015
US,39800481,RUITCAHKPR0O1,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Five Stars,calvin he was great great great ! very nice man.,06-08-2015
US,43515833,R14UQW01DNKP4F,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Great cam for the price!!,"Great camera for the price.  The alerts are just pics, not video, a little let down.  But the image is clear enough, to watch over my garage. May buy the nicer model, FI9831P, for the outside of the house.",06-08-2015
US,17348396,RQ87MPW854YCL,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,1,N,Y,Set Up Is Not User Friendly If You Aren't Tech Savvy,"My camera arrived yesterday and I had the tech team remotely install it on my computer. After being on hold for almost 20 minutes and then the install took about 30 minutes, my camera was all set up for wireless at my house and was working well. That part was great!  At the end of the call I asked the tech how to set up the camera so we could view it from our smart phones and I was told to Google it. There are two people in my house and neither of us are tech savvy at all. We &#34;Googled&#34; and &#34;Yahoo'ed&#34; all night, but are still clueless. I'm afraid/ashamed that we have watched several videos and are still not be able to figure out how to set this up. We do not need to watch the camera from inside our house since we are already there! I will call tech support again tonight and if they aren't willing to help us, this camera will be promptly sent back.<br /><br />I would love recommendations from anyone regarding a user friendly camera even if the price is much higher. A camera that we can't view when we are out of the house is worthless to us.",06-08-2015
US,24592015,R36113HL5K58IV,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,Did some research and figured out that the power adapter is bad. Called the manufacturer and asked for the replacement ...,"The speaker failed working after a week. I did'n not pay attention, because I was not using it that often.<br />A few months ago the camera failed working. The red light in the started blinking. Did some research and figured out that the power adapter is bad. Called the manufacturer and asked for the replacement because the camera is under 2 year warranty as their website stated.<br />First they told me that there is only 1 year warranty. Then I have pinpointed their website where it clearly states that the part has 2 year warranty: &#34;the FI8910W has an upgraded and higher quality external housing as well as an included 2 year extended warranty&#34;.<br />http://foscam.us/foscam-fi8910w-white-wireless-ip-camera.html<br />Now they are saying that the warranty is for the camera and not the accessories?! The power adapter is not an accessory it's a part of the camera, it's a part of FI8910W, you can not use the camera without the power adapter.<br />The guy I was talking too was from india named &#34;harry foster&#34;, and you think I believed him?! :)<br />Then he wanted me to email my receipt, but told me afterwards that they won't send me the adapter even if I do so, that's<br />Very cheap manufacturer!!!!<br />Stay away from them!!!<br />If any per fails, don't waste you time checking for the replacement under warranty, just buy it.",05-08-2015
US,51296215,R11K8EBOGBRYDR,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Excellent,Excellent,05-08-2015
US,28275341,R2VFTR549A01GJ,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Five Stars,love it works great,05-08-2015
